Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Stats Total Sequence Length	Assembly Level
GCA_020569515.1	ASM2056951v1	Parastagonospora nodorum	13684	36680545	Scaffold
GCA_020570735.1	ASM2057073v1	Parastagonospora nodorum	13684	37057294	Scaffold
GCA_020571295.1	ASM2057129v1	Parastagonospora nodorum	13684	37487139	Scaffold
GCA_020575355.1	ASM2057535v1	Parastagonospora nodorum	13684	37120681	Scaffold
GCA_020572635.1	ASM2057263v1	Parastagonospora nodorum	13684	36666894	Scaffold
GCA_020579825.1	ASM2057982v1	Parastagonospora nodorum	13684	37807048	Scaffold
GCA_020574595.1	ASM2057459v1	Parastagonospora nodorum	13684	37066200	Scaffold
GCA_020576185.1	ASM2057618v1	Parastagonospora nodorum	13684	38111748	Scaffold
GCA_020570405.1	ASM2057040v1	Parastagonospora nodorum	13684	36665321	Scaffold
GCA_020580075.1	ASM2058007v1	Parastagonospora nodorum	13684	36699766	Scaffold
GCA_020574115.1	ASM2057411v1	Parastagonospora nodorum	13684	36571097	Scaffold
GCA_020570975.1	ASM2057097v1	Parastagonospora nodorum	13684	37421589	Scaffold
GCA_020567955.1	ASM2056795v1	Parastagonospora nodorum	13684	37418697	Scaffold
GCA_020575645.1	ASM2057564v1	Parastagonospora nodorum	13684	36901839	Scaffold
GCA_020568635.1	ASM2056863v1	Parastagonospora nodorum	13684	37008835	Scaffold
GCA_020570525.1	ASM2057052v1	Parastagonospora nodorum	13684	37058875	Scaffold
GCA_020569505.1	ASM2056950v1	Parastagonospora nodorum	13684	36671370	Scaffold
GCA_020572395.1	ASM2057239v1	Parastagonospora nodorum	13684	36701683	Scaffold
GCA_020578615.1	ASM2057861v1	Parastagonospora nodorum	13684	36969298	Scaffold
GCA_020570395.1	ASM2057039v1	Parastagonospora nodorum	13684	36667250	Scaffold
GCA_020575775.1	ASM2057577v1	Parastagonospora nodorum	13684	37146882	Scaffold
GCA_020573765.1	ASM2057376v1	Parastagonospora nodorum	13684	37259435	Scaffold
GCA_020574875.1	ASM2057487v1	Parastagonospora nodorum	13684	37528993	Scaffold
GCA_020580415.1	ASM2058041v1	Parastagonospora nodorum	13684	36810758	Scaffold
GCA_020573285.1	ASM2057328v1	Parastagonospora nodorum	13684	37005628	Scaffold
GCA_020568205.1	ASM2056820v1	Parastagonospora nodorum	13684	36719710	Scaffold
GCA_020578515.1	ASM2057851v1	Parastagonospora nodorum	13684	37552980	Scaffold
GCA_020575195.1	ASM2057519v1	Parastagonospora nodorum	13684	36830422	Scaffold
GCA_020578585.1	ASM2057858v1	Parastagonospora nodorum	13684	38124733	Scaffold
GCA_020569945.1	ASM2056994v1	Parastagonospora nodorum	13684	37357354	Scaffold
GCA_020575035.1	ASM2057503v1	Parastagonospora nodorum	13684	36999660	Scaffold
GCA_020571325.1	ASM2057132v1	Parastagonospora nodorum	13684	37396885	Scaffold
GCA_020569495.1	ASM2056949v1	Parastagonospora nodorum	13684	38137655	Scaffold
GCA_020578445.1	ASM2057844v1	Parastagonospora nodorum	13684	36753166	Scaffold
GCA_020579855.1	ASM2057985v1	Parastagonospora nodorum	13684	36521424	Scaffold
GCA_020571815.1	ASM2057181v1	Parastagonospora nodorum	13684	37466297	Scaffold
GCA_020571885.1	ASM2057188v1	Parastagonospora nodorum	13684	37516513	Scaffold
GCA_020575375.1	ASM2057537v1	Parastagonospora nodorum	13684	37409727	Scaffold
GCA_020572205.1	ASM2057220v1	Parastagonospora nodorum	13684	37477744	Scaffold
GCA_020580115.1	ASM2058011v1	Parastagonospora nodorum	13684	38215969	Scaffold
GCA_020570345.1	ASM2057034v1	Parastagonospora nodorum	13684	38851584	Scaffold
GCA_020580665.1	ASM2058066v1	Parastagonospora nodorum	13684	38887122	Scaffold
GCA_020568415.1	ASM2056841v1	Parastagonospora nodorum	13684	36715044	Scaffold
GCA_020581165.1	ASM2058116v1	Parastagonospora nodorum	13684	38733215	Scaffold
GCA_020572305.1	ASM2057230v1	Parastagonospora nodorum	13684	37557228	Scaffold
GCA_020571265.1	ASM2057126v1	Parastagonospora nodorum	13684	37049045	Scaffold
GCA_020579845.1	ASM2057984v1	Parastagonospora nodorum	13684	36722279	Scaffold
GCA_020571605.1	ASM2057160v1	Parastagonospora nodorum	13684	36938352	Scaffold
GCA_020572645.1	ASM2057264v1	Parastagonospora nodorum	13684	36671169	Scaffold
GCA_020568095.1	ASM2056809v1	Parastagonospora nodorum	13684	37927593	Scaffold
GCA_020580695.1	ASM2058069v1	Parastagonospora nodorum	13684	37360697	Scaffold
GCA_020574755.1	ASM2057475v1	Parastagonospora nodorum	13684	38032312	Scaffold
GCA_020572955.1	ASM2057295v1	Parastagonospora nodorum	13684	37999100	Scaffold
GCA_020570015.1	ASM2057001v1	Parastagonospora nodorum	13684	37967207	Scaffold
GCA_020574365.1	ASM2057436v1	Parastagonospora nodorum	13684	37029106	Scaffold
GCA_020575445.1	ASM2057544v1	Parastagonospora nodorum	13684	38538570	Scaffold
GCA_020580305.1	ASM2058030v1	Parastagonospora nodorum	13684	36979039	Scaffold
GCA_020571575.1	ASM2057157v1	Parastagonospora nodorum	13684	37046509	Scaffold
GCA_020572995.1	ASM2057299v1	Parastagonospora nodorum	13684	36956570	Scaffold
GCA_020573915.1	ASM2057391v1	Parastagonospora nodorum	13684	37105256	Scaffold
GCA_020573315.1	ASM2057331v1	Parastagonospora nodorum	13684	36306639	Scaffold
GCA_020580655.1	ASM2058065v1	Parastagonospora nodorum	13684	36750591	Scaffold
GCA_020570965.1	ASM2057096v1	Parastagonospora nodorum	13684	36668332	Scaffold
GCA_020568055.1	ASM2056805v1	Parastagonospora nodorum	13684	38742335	Scaffold
GCA_020570635.1	ASM2057063v1	Parastagonospora nodorum	13684	38499639	Scaffold
GCA_020568325.1	ASM2056832v1	Parastagonospora nodorum	13684	36249528	Scaffold
GCA_020580425.1	ASM2058042v1	Parastagonospora nodorum	13684	36790809	Scaffold
GCA_020575285.1	ASM2057528v1	Parastagonospora nodorum	13684	38069502	Scaffold
GCA_020575975.1	ASM2057597v1	Parastagonospora nodorum	13684	38302019	Scaffold
GCA_020573495.1	ASM2057349v1	Parastagonospora nodorum	13684	37929146	Scaffold
GCA_020570355.1	ASM2057035v1	Parastagonospora nodorum	13684	37953597	Scaffold
GCA_020580145.1	ASM2058014v1	Parastagonospora nodorum	13684	38129624	Scaffold
GCA_020575105.1	ASM2057510v1	Parastagonospora nodorum	13684	36620290	Scaffold
GCA_020574615.1	ASM2057461v1	Parastagonospora nodorum	13684	37943190	Scaffold
GCA_020568775.1	ASM2056877v1	Parastagonospora nodorum	13684	36822324	Scaffold
GCA_020575995.1	ASM2057599v1	Parastagonospora nodorum	13684	38067636	Scaffold
GCA_020580775.1	ASM2058077v1	Parastagonospora nodorum	13684	38456924	Scaffold
GCA_020568045.1	ASM2056804v1	Parastagonospora nodorum	13684	39189862	Scaffold
GCA_020580485.1	ASM2058048v1	Parastagonospora nodorum	13684	36096357	Scaffold
GCA_020574385.1	ASM2057438v1	Parastagonospora nodorum	13684	36533052	Scaffold
GCA_020575955.1	ASM2057595v1	Parastagonospora nodorum	13684	38292671	Scaffold
GCA_020573625.1	ASM2057362v1	Parastagonospora nodorum	13684	37726859	Scaffold
GCA_020581155.1	ASM2058115v1	Parastagonospora nodorum	13684	38157561	Scaffold
GCA_020568705.1	ASM2056870v1	Parastagonospora nodorum	13684	38075946	Scaffold
GCA_020572985.1	ASM2057298v1	Parastagonospora nodorum	13684	36523405	Scaffold
GCA_020572675.1	ASM2057267v1	Parastagonospora nodorum	13684	37465095	Scaffold
GCA_004115165.2	Cimm211_ragoo	Coccidioides immitis	5501	27474893	Scaffold
GCA_000338975.1	CocheC5_3	Bipolaris maydis C5	701091	36456735	Scaffold
GCA_012184645.1	IPPP_Chae_K1.1	Candidozyma haemuli var. vulneris	1231523	13207566	Scaffold
GCA_012184655.1	IPPP_Chae_K2.1	Candidozyma haemuli var. vulneris	1231523	13262133	Scaffold
GCA_000151065.3	ASM15106v3	Blumeria hordei DH14	546991	118726170	Scaffold
GCA_000149815.1	ASM14981v1	Coccidioides immitis H538.4	396776	27732018	Scaffold
GCA_000150085.1	ASM15008v1	Coccidioides immitis RMSCC 3703	454286	27648536	Scaffold
GCA_000227375.1	ASM22737v1	Trypanosoma vivax Y486	1055687	24779298	Contig
GCA_029890035.1	Pur_ERob_v2	Eschrichtius robustus	9764	2431707408	Scaffold
GCA_020744115.1	Fustri1	Fusarium avenaceum	40199	42232206	Contig
GCA_040760105.1	Colletotrichum_acutatum_COL14	Colletotrichum acutatum	27357	51835763	Contig
GCA_032359415.1	NEU_Acer_K2	Acropora cervicornis	6130	307445771	Scaffold
GCA_014595675.1	S_scabiei_pig	Sarcoptes scabiei	52283	56576587	Scaffold
GCA_001683735.1	ASM168373v1	Grifola frondosa	5627	39289314	Contig
GCA_000769215.1	Fave_05001	Fusarium avenaceum	40199	41541670	Scaffold
GCA_018282135.1	ASM1828213v1	Fusarium avenaceum	40199	41192406	Scaffold
GCA_012959155.1	ASM1295915v1	Fusarium avenaceum	40199	41702554	Scaffold
GCA_044932975.1	ASM4493297v1	Heterodera schachtii	97005	183156359	Contig
GCA_037954465.1	CACUL51	Colletotrichum acutatum	27357	51824279	Scaffold
GCA_022606095.1	Irplac1	Irpex lacteus	5319	47742868	Contig
GCA_014773135.1	ASM1477313v1	Meloidogyne graminicola	189291	41549413	Scaffold
GCA_002008025.1	ASM200802v1	[Candida] boidinii	5477	18794311	Scaffold
GCA_002008015.1	ASM200801v1	[Candida] boidinii	5477	18791129	Scaffold
GCA_002307695.1	Armga1	Armillaria gallica	47427	85336812	Scaffold
GCA_002007985.1	ASM200798v1	[Candida] boidinii	5477	18791961	Scaffold
GCA_002008075.1	ASM200807v1	[Candida] boidinii	5477	18804441	Scaffold
GCA_007646595.3	ASM764659v3	Bos mutus	72004	2761379179	Scaffold
GCA_013305595.1	LMA-317_V2	Geotrichum candidum	1173061	24311721	Scaffold
GCA_002008085.1	ASM200808v1	[Candida] boidinii	5477	19129904	Scaffold
GCA_013365125.1	LMA-70_V2	Geotrichum candidum	1173061	24690524	Scaffold
GCA_013305805.1	LMA-1147_v2	Geotrichum candidum	1173061	22809933	Scaffold
GCA_002008065.1	ASM200806v1	[Candida] boidinii	5477	19120811	Scaffold
GCA_002008095.1	ASM200809v1	[Candida] boidinii	5477	19165949	Scaffold
GCA_013365065.1	LMA-1028_V2	Geotrichum candidum	1173061	24443009	Scaffold
GCA_025234805.1	LMA-563_1	Geotrichum candidum	1173061	24668952	Scaffold
GCA_014596635.1	LMA-40_V2	Geotrichum candidum	1173061	24340696	Scaffold
GCA_013365075.1	LMA-77_final	Geotrichum candidum	1173061	23995622	Scaffold
GCA_002007995.1	ASM200799v1	[Candida] boidinii	5477	18976144	Scaffold
GCA_009769425.1	ASM976942v1	Venturia inaequalis	5025	61563202	Scaffold
GCA_009769405.1	ASM976940v1	Venturia inaequalis	5025	48685625	Scaffold
GCA_009428345.1	AAFC_TiDAOMC236408_1	Tilletia indica	43049	29678000	Scaffold
GCA_009769445.1	ASM976944v1	Venturia inaequalis	5025	43015981	Contig
GCA_001645015.2	AAFC_TiDAOMC236416_2	Tilletia indica	43049	28953272	Scaffold
GCA_001045655.1	ASM104565v1	Lasius niger	67767	236236391	Scaffold
GCA_905250105.1	Bc_PSC1_reference_genomic_v1	Brachionus calyciflorus	104777	116732113	Scaffold
GCA_003710015.1	Brachionus_plicatilis_HYR1	Brachionus plicatilis	10195	108494170	Scaffold
GCA_040372305.1	Lery_1.0	Lithospermum erythrorhizon	34254	399166261	Scaffold
GCA_009428365.1	AAFC_TiDAOMC236414_1	Tilletia indica	43049	28967515	Scaffold
GCA_000828355.1	SarSca1.0	Sarcoptes scabiei	52283	56248770	Scaffold
GCA_030267585.1	ASM3026758v1	[Candida] boidinii	5477	20098991	Contig
GCA_030267665.1	ASM3026766v1	[Candida] boidinii	5477	20558514	Contig
GCA_030267685.1	ASM3026768v1	[Candida] boidinii	5477	20756463	Contig
GCA_002738545.1	EschrichtiusRobustus1.0	Eschrichtius robustus	9764	2922979301	Scaffold
GCA_030267825.1	ASM3026782v1	[Candida] boidinii	5477	18493906	Contig
GCA_030267845.1	ASM3026784v1	[Candida] boidinii	5477	18238625	Contig
GCA_010203745.1	Muccir1_3	Mucor lusitanicus	29924	36817399	Contig
GCA_008692205.1	Ptr_V0001	Pyrenophora tritici-repentis	45151	40136298	Contig
GCA_900157425.1	version 2	Armillaria ostoyae	47428	60106801	Contig
GCA_004919615.1	Ncer 3.0	Vairimorpha ceranae	40302	8816425	Contig
GCA_041956555.1	Traver1	Trametes versicolor	5325	43665725	Scaffold
GCA_013399815.1	ASM1339981v1	Hirundo rustica	43150	1043753555	Scaffold
GCA_008692325.1	ASM869232v1	Sordaria macrospora	5147	38863382	Scaffold
GCA_022544805.1	ASM2254480v1	Pyrenophora tritici-repentis	45151	34570617	Scaffold
GCA_003171545.1	PtrARCrossB10	Pyrenophora tritici-repentis	45151	33619417	Scaffold
GCA_022578395.1	ASM2257839v1	Pyrenophora tritici-repentis	45151	34281657	Scaffold
GCA_022578365.1	ASM2257836v1	Pyrenophora tritici-repentis	45151	34133756	Scaffold
GCA_022544795.1	ASM2254479v1	Pyrenophora tritici-repentis	45151	34824145	Scaffold
GCA_022788415.1	ASM2278841v1	Pyrenophora tritici-repentis	45151	34152043	Scaffold
GCA_022788435.1	ASM2278843v1	Pyrenophora tritici-repentis	45151	34228317	Scaffold
GCA_022788425.1	ASM2278842v1	Pyrenophora tritici-repentis	45151	35159469	Scaffold
GCA_022788405.1	ASM2278840v1	Pyrenophora tritici-repentis	45151	34368509	Scaffold
GCA_022788505.1	ASM2278850v1	Pyrenophora tritici-repentis	45151	34540381	Scaffold
GCA_022788515.1	ASM2278851v1	Pyrenophora tritici-repentis	45151	34345883	Scaffold
GCA_022788445.1	ASM2278844v1	Pyrenophora tritici-repentis	45151	34292940	Scaffold
GCA_003231345.1	Ptr5213	Pyrenophora tritici-repentis	45151	34183844	Scaffold
GCA_003231365.1	Ptr239	Pyrenophora tritici-repentis	45151	34483177	Scaffold
GCA_003231355.1	Ptr11137	Pyrenophora tritici-repentis	45151	33921061	Scaffold
GCA_001483515.1	ASM148351v1	Cryptosporidium hominis	237895	9059225	Scaffold
GCA_001593465.1	CryHomTU502-1.0	Cryptosporidium hominis	237895	9107739	Contig
GCA_027595865.1	Umbelopsis_isabellina_MPG-14A_reass_enz	Umbelopsis isabellina	91625	21835245	Contig
GCA_001593475.1	CryHomUKH1-1.0	Cryptosporidium hominis	237895	9156091	Contig
GCA_024761355.1	ASM2476135v1	Hortaea werneckii	91943	26696025	Contig
GCA_024761265.1	ASM2476126v1	Hortaea werneckii	91943	26035905	Contig
GCA_024761865.1	ASM2476186v1	Hortaea werneckii	91943	26349826	Contig
GCA_024761115.1	ASM2476111v1	Hortaea werneckii	91943	25293481	Contig
GCA_024761915.1	ASM2476191v1	Hortaea werneckii	91943	25197503	Contig
GCA_024761435.1	ASM2476143v1	Hortaea werneckii	91943	25260513	Contig
GCA_024761015.1	ASM2476101v1	Hortaea werneckii	91943	25256121	Contig
GCA_024761335.1	ASM2476133v1	Hortaea werneckii	91943	25264211	Contig
GCA_024761765.1	ASM2476176v1	Hortaea werneckii	91943	25786986	Contig
GCA_024760885.1	ASM2476088v1	Hortaea werneckii	91943	28123253	Contig
GCA_024761375.1	ASM2476137v1	Hortaea werneckii	91943	25226733	Contig
GCA_024761495.1	ASM2476149v1	Hortaea werneckii	91943	25538748	Contig
GCA_003704645.1	ASM370464v1	Hortaea werneckii	91943	25254396	Contig
GCA_024760935.1	ASM2476093v1	Hortaea werneckii	91943	27797632	Contig
GCA_003704675.1	ASM370467v1	Hortaea werneckii	91943	25193886	Contig
GCA_024761655.1	ASM2476165v1	Hortaea werneckii	91943	26718923	Contig
GCA_024760975.1	ASM2476097v1	Hortaea werneckii	91943	26912836	Contig
GCA_024761535.1	ASM2476153v1	Hortaea werneckii	91943	30763599	Contig
GCA_024761635.1	ASM2476163v1	Hortaea werneckii	91943	27595270	Contig
GCA_024761475.1	ASM2476147v1	Hortaea werneckii	91943	27561915	Contig
GCA_003704685.1	ASM370468v1	Hortaea werneckii	91943	49368738	Contig
GCA_003704615.1	ASM370461v1	Hortaea werneckii	91943	45153669	Contig
GCA_024761275.1	ASM2476127v1	Hortaea werneckii	91943	51137087	Contig
GCA_003704585.1	ASM370458v1	Hortaea werneckii	91943	48143407	Contig
GCA_024760895.1	ASM2476089v1	Hortaea werneckii	91943	52033578	Contig
GCA_024761565.1	ASM2476156v1	Hortaea werneckii	91943	50892876	Contig
GCA_024761555.1	ASM2476155v1	Hortaea werneckii	91943	48773353	Contig
GCA_024761455.1	ASM2476145v1	Hortaea werneckii	91943	51467244	Contig
GCA_024761195.1	ASM2476119v1	Hortaea werneckii	91943	49481936	Contig
GCA_024761035.1	ASM2476103v1	Hortaea werneckii	91943	49237511	Contig
GCA_024761295.1	ASM2476129v1	Hortaea werneckii	91943	49284278	Contig
GCA_024761685.1	ASM2476168v1	Hortaea werneckii	91943	49094626	Contig
GCA_024761155.1	ASM2476115v1	Hortaea werneckii	91943	49259008	Contig
GCA_024761105.1	ASM2476110v1	Hortaea werneckii	91943	49255087	Contig
GCA_024761675.1	ASM2476167v1	Hortaea werneckii	91943	49239787	Contig
GCA_024761095.1	ASM2476109v1	Hortaea werneckii	91943	49218595	Contig
GCA_024760925.1	ASM2476092v1	Hortaea werneckii	91943	49215514	Contig
GCA_024761055.1	ASM2476105v1	Hortaea werneckii	91943	49201980	Contig
GCA_024761215.1	ASM2476121v1	Hortaea werneckii	91943	49157869	Contig
GCA_024761885.1	ASM2476188v1	Hortaea werneckii	91943	49104061	Contig
GCA_024761605.1	ASM2476160v1	Hortaea werneckii	91943	50116779	Contig
GCA_024760945.1	ASM2476094v1	Hortaea werneckii	91943	49674366	Contig
GCA_024761695.1	ASM2476169v1	Hortaea werneckii	91943	48974275	Contig
GCA_003704345.1	ASM370434v1	Hortaea werneckii	91943	48719850	Contig
GCA_003704375.1	ASM370437v1	Hortaea werneckii	91943	48314878	Contig
GCA_003704385.1	ASM370438v1	Hortaea werneckii	91943	48620809	Contig
GCA_024761515.1	ASM2476151v1	Hortaea werneckii	91943	46904510	Contig
GCA_024761845.1	ASM2476184v1	Hortaea werneckii	91943	56606809	Contig
GCA_003704355.1	ASM370435v1	Hortaea werneckii	91943	48519428	Contig
GCA_003704595.1	ASM370459v1	Hortaea werneckii	91943	50418870	Contig
GCA_024761615.1	ASM2476161v1	Hortaea werneckii	91943	46993819	Contig
GCA_024761825.1	ASM2476182v1	Hortaea werneckii	91943	47945763	Contig
GCA_024863865.1	ASM2486386v1	Hortaea werneckii	91943	47883646	Contig
GCA_024761785.1	ASM2476178v1	Hortaea werneckii	91943	50486905	Contig
GCA_024762005.1	ASM2476200v1	Hortaea werneckii	91943	49702945	Contig
GCA_024760995.1	ASM2476099v1	Hortaea werneckii	91943	47600411	Contig
GCA_024761135.1	ASM2476113v1	Hortaea werneckii	91943	47455294	Contig
GCA_024762045.1	ASM2476204v1	Hortaea werneckii	91943	47402245	Contig
GCA_024762025.1	ASM2476202v1	Hortaea werneckii	91943	47961891	Contig
GCA_024761805.1	ASM2476180v1	Hortaea werneckii	91943	49289085	Contig
GCA_024761985.1	ASM2476198v1	Hortaea werneckii	91943	48599963	Contig
GCA_024761965.1	ASM2476196v1	Hortaea werneckii	91943	48105426	Contig
GCA_024761945.1	ASM2476194v1	Hortaea werneckii	91943	48628018	Contig
GCA_009728675.1	ASM972867v1	Pyrenophora teres f. teres	97479	49026916	Contig
GCA_009728665.1	ASM972866v1	Pyrenophora teres f. teres	97479	50118670	Contig
GCA_009728645.1	ASM972864v1	Pyrenophora teres f. teres	97479	47981116	Contig
GCA_009728635.1	ASM972863v1	Pyrenophora teres f. teres	97479	50898793	Contig
GCA_009728655.1	ASM972865v1	Pyrenophora teres f. teres	97479	48033604	Contig
GCA_002127715.1	HwerPB1	Hortaea werneckii EXF-2000	1157616	49743999	Contig
GCA_000166005.1	PyrTer_1.0	Pyrenophora teres f. teres 0-1	861557	33583335	Scaffold
GCA_900231935.2	ERZ478497	Pyrenophora teres f. maculata	97480	41276922	Scaffold
GCA_003692655.1	Chelidonia	Hirundo rustica rustica	333673	1213743879	Scaffold
GCA_001638945.1	Mucci2	Mucor lusitanicus CBS 277.49	747725	36567582	Contig
GCA_000474925.1	Spor_sche_ATCC58251_V1	Sporothrix schenckii ATCC 58251	1391915	32228000	Scaffold
GCA_000875795.1	Cryp_gatt_CA1014_V1	Cryptococcus deuterogattii CA1014	1296107	17527606	Scaffold
GCA_000836375.1	Cryp_gatt_Ram5_V1	Cryptococcus deuterogattii Ram5	1296110	17453840	Scaffold
GCA_000835815.1	Cryp_gatt_2001_935-1_V1	Cryptococcus deuterogattii 2001/935-1	1334442	17566680	Scaffold
GCA_000855695.1	Cryp_gatt_CA1873_V1	Cryptococcus bacillisporus CA1873	1296111	17438253	Scaffold
GCA_000875855.1	Cryp_gatt_MMRL2647_V2	Cryptococcus deuterogattii MMRL2647	1296117	17485654	Scaffold
GCA_000835765.1	Cryp_gatt_CBS10090_V1	Cryptococcus deuterogattii CBS 10090	1296101	17478748	Scaffold
GCA_000836455.1	Cryp_gatt_99_473_V1	Cryptococcus deuterogattii 99/473	1296104	17403577	Scaffold
GCA_000836315.1	Cryp_gatt_LA55_V1	Cryptococcus deuterogattii LA55	1296106	17360036	Scaffold
GCA_014904895.1	Trima3	Tricholoma matsutake 945	1095628	175758422	Scaffold
GCA_000418435.1	Bgt_454_newbler_assembly	Blumeria graminis f. sp. tritici 96224	1268274	158944908	Scaffold
GCA_000469055.2	ASM46905v2	Austropuccinia psidii MF-1	1389203	648992365	Scaffold
GCA_038485135.2	ASM3848513v2	Hibiscus sabdariffa	183260	1483008072	Contig
GCA_038485115.1	ASM3848511v1	Hibiscus sabdariffa	183260	1417311812	Contig
GCA_037102755.1	ASM3710275v1	Starmerella bacillaris	1247836	9627366	Contig
GCA_001983305.1	ASM198330v1	Cyberlindnera fabianii	36022	12188250	Contig
GCA_019207515.1	ASM1920751v1	Ogataea angusta	870730	8871593	Scaffold
GCA_019425555.1	ASM1942555v1	Fusarium venenatum	56646	37570916	Contig
GCA_019207615.1	ASM1920761v1	Ogataea angusta	870730	8888706	Scaffold
GCA_019207635.1	ASM1920763v1	Ogataea angusta	870730	8875351	Scaffold
GCA_019207505.1	ASM1920750v1	Ogataea angusta	870730	8902153	Scaffold
GCA_019207585.1	ASM1920758v1	Ogataea angusta	870730	8875513	Scaffold
GCA_019207455.1	ASM1920745v1	Ogataea angusta	870730	8903205	Scaffold
GCA_019207525.1	ASM1920752v1	Ogataea angusta	870730	8891957	Scaffold
GCA_023343765.1	SA_Gpal_Newton	Globodera pallida	36090	119582986	Scaffold
GCA_019207555.1	ASM1920755v1	Ogataea angusta	870730	8902004	Contig
GCA_019207605.1	ASM1920760v1	Ogataea angusta	870730	8890563	Scaffold
GCA_015473125.1	Ppro_1.0	Pycnococcus provasolii	41880	22700889	Contig
GCA_030270365.1	Np_assembly_01	Neofusicoccum parvum	310453	43149159	Scaffold
GCA_040955465.1	ASM4095546v1	Trichinella spiralis	6334	63452358	Contig
GCA_022695755.1	Annsty1	Annulohypoxylon stygium	326628	38544935	Scaffold
GCA_030270345.1	Np_assembly_02	Neofusicoccum parvum	310453	43240122	Scaffold
GCA_001447595.1	T1_ISS3_r1.0	Trichinella spiralis	6334	50025957	Scaffold
GCA_014065215.1	ASM1406521v1	Tuber indicum	55307	110494569	Scaffold
GCA_027925865.1	Lag_gig_ARSEF373_Annot	Lagenidium giganteum	4803	56091714	Scaffold
GCA_900618355.1	B_pahangi_Glasgow_0011_upd	Brugia pahangi	6280	90545113	Scaffold
GCA_025201895.1	Pycsa1	Trametes sanguinea	158606	36037005	Scaffold
GCA_016984135.1	BGI_Psen_1.0	Polypterus senegalus	55291	1212678653	Scaffold
GCA_900618005.1	T_asiatica_South_Korea_0011_upd	Taenia asiatica	60517	135977618	Scaffold
GCA_003205855.1	ASM320585v1	Cyberlindnera fabianii	36022	12277034	Contig
