Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submitter	Assembly BioProject Accession	Annotation Count Gene Total
GCA_002276285.1	Lprolificans_pilon	Lomentospora prolificans	41688		37603105	Contig	Johns Hopkins University	PRJNA392827	8768
GCA_020091625.1	ASM2009162v1	Termitomyces sp. 'cryptogamus'	2788930		70031285	Scaffold	Wageningen University	PRJNA648478	12538
GCA_020726505.1	Lepor2	Leptodontidium sp. MPI-SDFR-AT-0119	2826080		77016750	Contig	DOE Joint Genome Institute	PRJNA347191	21355
GCA_009194965.1	Conioc1	Coniochaeta sp. 2T2.1	1571157		74351065	Contig	DOE Joint Genome Institute	PRJNA250595	25388
GCA_946814055.1	CNIP	Caenorhabditis sp. 36 PRJEB53466	2970133		59029622	Scaffold	University of Miyazaki	PRJEB53466	16296
GCA_040285855.1	ASM4028585v1	Eukaryota sp. GEM-RC1	3038955		33555864	Contig	Dalhousie University	PRJNA949547	14215
GCA_963575595.1	GTX0488_nuclear_assembly	Coccomyxa viridis	1274662		45727155	Contig	The John Innes Centre	PRJEB65893	11248
GCA_021018615.1	PhlFC14_2	Phlebopus sp. FC_14	2615122		36096188	Contig	DOE Joint Genome Institute	PRJNA568557	9510
GCA_020746875.1	Rhesp1	Rhexocercosporidium sp. MPI-PUGE-AT-0058	2042821		62745254	Contig	DOE Joint Genome Institute	PRJNA347195	16809
GCA_022432365.1	HyFL1284_2	Hypoxylon sp. FL1284	2663365		37089996	Contig	DOE Joint Genome Institute	PRJNA583318	11055
GCA_020744155.1	Ilyeu1	Ilyonectria sp. MPI-CAGE-AT-0026	2824670		62828295	Contig	DOE Joint Genome Institute	PRJNA347186	21075
GCA_045269315.1	ASM4526931v1	Trebouxia sp. C0010 RCD-2024	3373145		66155697	Contig	Senckenberg Gesellschaft fur Naturforschung	PRJNA932175	14109
GCA_024291795.1	Septoria _linicola _SE14017	Septoria linicola	215465		39079809	Contig	INRAE	PRJNA833955	13085
GCA_027946365.1	ASM2794636v1	Kalmusia sp. IMI 367209	2978360		42784582	Contig	Royal Botanic Gardens, Kew	PRJNA786750	13561
GCA_938049765.3	NO1_Genome_3	Parascedosporium putredinis	1442378		39039452	Contig	CNAP	PRJEB51693	9810
GCA_028828335.1	ASM2882833v1	Penicillium malachiteum	1324776		34028674	Contig	Aalborg University	PRJNA867151	12112
GCA_045269255.1	ASM4526925v1	Trebouxia sp. C0009 RCD-2024	3373144		73882637	Contig	Senckenberg Gesellschaft fur Naturforschung	PRJNA932175	15484
GCA_040285805.1	ASM4028580v1	Eukaryota sp. TZLM3-RCL	3038956		21164228	Scaffold	Dalhousie University	PRJNA949547	9176
GCA_040285825.1	ASM4028582v1	Eukaryota sp. TZLM1-RC	3038954		31861577	Scaffold	Dalhousie University	PRJNA949547	14738
GCA_019650255.1	Vretimale_1.0	Volvox reticuliferus	1737510		133961728	Contig	Laboratory of Origin of Eukaryote Biodiversity, Department of Biological Sciences, Graduate School of Science, University of Tokyo	PRJDB10402	13399
GCA_035926885.1	ASM3592688v1	Lithohypha guttulata	1690604		24468265	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	8819
GCA_028828565.1	ASM2882856v1	Penicillium verhagenii	1562060		31056496	Contig	Aalborg University	PRJNA867151	11309
GCA_027946355.1	ASM2794635v1	Collariella sp. IMI 366227	2978359		29308369	Contig	Royal Botanic Gardens, Kew	PRJNA786750	8224
GCA_030708105.1	ASM3070810v1	Trichoderma sp. CBMAI-0711	2898083		32448670	Contig	University of Campinas	PRJNA781962	9021
GCA_035926905.1	ASM3592690v1	Lithohypha guttulata	1690604		24377244	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	8795
GCA_900096595.1	Microbotrium Intermedium Assembly	Microbotryum intermedium	269621		23461035	Contig	ESE	PRJEB15277	8142
GCA_047456635.1	ASM4745663v1	Chlorella desiccata (nom. nud.)	1650286		21542990	Contig	Los Alamos National Laboratory	PRJNA1156697	9612
GCA_019044685.2	LANL_Cdes_v1.1	Chlorella desiccata (nom. nud.)	1650286		21550525	Contig	Los Alamos National Laboratory	PRJNA722310	9308
GCA_047456695.1	ASM4745669v1	Chlorella desiccata (nom. nud.)	1650286		21502166	Contig	Los Alamos National Laboratory	PRJNA1156696	9701
GCA_020747045.1	Phapo1	Phaeosphaeria sp. MPI-PUGE-AT-0046c	2821754		34077024	Contig	DOE Joint Genome Institute	PRJNA459235	12888
GCA_040285745.1	ASM4028574v1	Barthelona sp. PCE	2654837		10234662	Contig	Dalhousie University	PRJNA949547	5024
GCA_028892595.1	DAL_ANA_SC	Anaeramoeba flamelloides	1746091		259028678	Contig	Dalhousie University	PRJNA634776	30317
GCA_047456675.1	ASM4745667v1	Chlorella desiccata (nom. nud.)	1650286		20570245	Contig	Los Alamos National Laboratory	PRJNA1156699	9221
GCA_047456655.1	ASM4745665v1	Chlorella desiccata (nom. nud.)	1650286		20556747	Contig	Los Alamos National Laboratory	PRJNA1156698	9235
GCA_964200375.1	PHAEEsp6S_V1	Ectocarpus sp. 6 AP-2014	1535362		214637081	Contig	Genoscope	PRJEB76688	750
GCA_039096225.1	ASM3909622v1	Blastocystis sp. Blastoise	3128533		33340088	Contig	Gladstone Institutes	PRJNA1084774	8547
GCA_019202925.1	LANL_v2	Chlorella desiccata (nom. nud.)	1650286		20738005	Contig	Los Alamos National Laboratory	PRJNA704951	8418
GCA_027946495.1	ASM2794649v1	Didymella sp. IMI 355093	2978356		31528740	Contig	Royal Botanic Gardens, Kew	PRJNA786750	9918
GCA_035926935.1	ASM3592693v1	Lithohypha guttulata	1690604		24880446	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	8886
GCA_025209345.1	ASM2520934v1	Picochlorum sp. BPE23	2696299		14824110	Contig	Wageningen University	PRJNA841944	7227
GCA_023758125.1	ASM2375812v1	Alternaria sp. Ai002NY15	2817039		36921486	Scaffold	Cornell University	PRJNA706766	11148
GCA_024663435.1	Pismi_AB1_1	Pisolithus sp. B1	2614595		64705422	Contig	DOE Joint Genome Institute	PRJNA571616	12812
GCA_002946425.1	ASM294642v1	Rutstroemia sp. NJR-2017a BBW	2070414		41919240	Contig	Brigham Young University	PRJNA389323	11464
GCA_916048055.1	Pedinophyceae_YPF-701_genome	Pedinophyceae sp. YPF-701	765719		27899919	Contig	UNIVERSITY OF MELBOURNE	PRJEB47395	7940
GCA_948144175.1	Genome assembly Closterium sp. NIES-65	Closterium sp. NIES-65	3014309		876339800	Scaffold	tokyo university	PRJEB57781	40587
GCA_022225985.2	ASM2222598v2	Paraconiothyrium brasiliense	300254		39345625	Scaffold	Agriculture and Agri-Food Canada	PRJNA790013	12122
GCA_021399455.1	FlaPMI526_1	Flagelloscypha sp. PMI_526	1485228		72728845	Contig	DOE Joint Genome Institute	PRJNA243949	20061
GCA_025209375.1	ASM2520937v1	Picochlorum sp. BPE23	2696299		13436362	Contig	Wageningen University	PRJNA841945	7020
GCA_022593225.1	XyFL0064_1	Xylaria sp. FL0064	2663374		42828802	Contig	DOE Joint Genome Institute	PRJNA583324	12238
GCA_038497775.1	Dipuni1	Dipodascopsis uninucleata	27313		16242528	Scaffold	DOE Joint Genome Institute	PRJNA1069695	6123
GCA_023758145.1	ASM2375814v1	Alternaria sp. BMP 2799	2817041		36402624	Scaffold	Cornell University	PRJNA706766	11159
GCA_900242695.1	Ustilago hordeaceus version 1	Ustilago sp. UG-2017b	2043611		21904892	Contig	Technische Universitat Munchen - WZW	PRJEB19641	7853
GCA_021235465.1	Umbelo1	Umbelopsis sp. PMI_123	1896174		24636683	Contig	DOE Joint Genome Institute	PRJNA340475	9783
GCA_022627095.1	ASM2262709v1	Fusarium sp. FIESC RH6	2874508		39998308	Scaffold	Royal Botanic Gardens, Kew	PRJNA761077	11533
GCA_023758005.1	ASM2375800v1	Alternaria sp. BMP 0032	2817042		37291766	Scaffold	Cornell University	PRJNA706766	11103
GCA_002946415.1	ASM294641v1	Rutstroemia sp. NJR-2017a BVV2	2070413		43401613	Contig	Brigham Young University	PRJNA389323	11419
GCA_036320695.1	ASM3632069v1	Elasticomyces elasticus	574655		29956518	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	12894
GCA_036320675.1	ASM3632067v1	Elasticomyces elasticus	574655		30007645	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	12948
GCA_947470075.1	Genome assembly Closterium sp. Yama58-4	Closterium sp. Yama58-4	2996821		437979428	Contig	tokyo university	PRJEB57781	27822
GCA_900100905.1	MvSof1	Microbotryum saponariae	289078		29498536	Contig	ESE	PRJEB16016	10729
GCA_900120095.1	MsdSdi1	Microbotryum silenes-dioicae	796604		33586740	Contig	ESE	PRJEB16741	13241
GCA_039096195.1	ASM3909619v1	Blastocystis sp. BT1	3128534		15276989	Scaffold	Gladstone Institutes	PRJNA1084775	7421
GCA_022578575.1	HyFL0543_1	Hypoxylon sp. FL0543	2614586		38122018	Scaffold	DOE Joint Genome Institute	PRJNA571063	11032
GCA_036320685.1	ASM3632068v1	Elasticomyces elasticus	574655		31751754	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	13296
GCA_040206735.1	ASM4020673v1	Trebouxia sp. C0004	2905653		70863246	Scaffold	Senckenberg	PRJNA790449	12738
GCA_025330735.1	MorGBAus27b_1	Mortierella sp. GBAus27b	1954212		44971843	Contig	DOE Joint Genome Institute	PRJNA697205	14092
GCA_025266875.1	Fenlin1	Fennellomyces sp. T-0311	1329386		45897337	Contig	DOE Joint Genome Institute	PRJNA345712	14175
GCA_964291815.1	UMBE_WA70503	Umbelopsis sp. WA50703	3097288		22739808	Contig	Institute of Evolutionary Biology, Faculty of Biology, University of Warsaw	PRJEB80527	8693
GCA_023701735.1	ASM2370173v1	Pestalotiopsis sp. 9143b	2839952		46167206	Scaffold	University of Arizona	PRJNA732082	13392
GCA_022497025.1	HyFL0890_1	Hypoxylon sp. FL0890	2614585		40410933	Scaffold	DOE Joint Genome Institute	PRJNA571064	11363
GCA_001644525.1	Stasp1	Phaeosphaeriaceae sp. SRC1lsM3a	765868		36082944	Scaffold	DOE Joint Genome Institute	PRJNA255590	14518
GCA_003676015.1	ASM367601v1	Meyerozyma sp. JA9	2028340		10345630	Scaffold	Embrapa Agroenergia	PRJNA385175	5016
GCA_021432605.1	ConPMI546	Coniochaeta sp. PMI_546	1450552		33513814	Scaffold	DOE Joint Genome Institute	PRJNA234867	11575
GCA_022627115.1	ASM2262711v1	Fusarium annulatum	48484		44219330	Scaffold	Royal Botanic Gardens, Kew	PRJNA761077	12880
GCA_900242705.1	Ustilago diandrus version 1	Ustilago sp. UG-2017a	2043610		28938793	Contig	Technische Universitat Munchen - WZW	PRJEB19641	9104
GCA_002003505.1	fungal sp. No.14919_ver1.0	Xylariales sp. No.14919	1813822		48734900	Scaffold	Tsukuba Biotechnology Research Center, Astellas Pharma Inc.	PRJDB4667	14606
GCA_027945235.1	F_irr_CF00137	Fusarium irregulare	2494466		37937248	Scaffold	University of California, Riverside	PRJNA855134	12502
GCA_040206755.1	ASM4020675v1	Trebouxia sp. C0005	2905654		62215734	Scaffold	Senckenberg	PRJNA790449	11141
GCA_035135035.1	ASM3513503v1	Recurvomyces mirabilis	574656		28114480	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	11348
GCA_022432515.1	HyNC0597_1	Hypoxylon sp. NC0597	2614607		35918646	Contig	DOE Joint Genome Institute	PRJNA567090	11341
GCA_022984935.1	HyNC1633_2	Hypoxylon sp. NC1633	2663366		40120527	Contig	DOE Joint Genome Institute	PRJNA583322	11395
GCA_025677805.1	Umbsp_AD052_1	Umbelopsis sp. AD052	1883073		22504321	Contig	DOE Joint Genome Institute	PRJNA331671	9475
GCA_014898555.1	ASM1489855v1	Botrytis elliptica	278938		47665151	Contig	Wageningen University	PRJNA494516	12431
GCA_911456365.1	Psal_LCP06525	Penicillium salamii	1612424		37000735	Contig	University Paris-Sud	PRJEB44534	12490
GCA_948144035.1	Genome assembly Closterium sp. NIES-64	Closterium sp. NIES-64	3014308		702500261	Scaffold	tokyo university	PRJEB57781	34905
GCA_019207325.1	ASM1920732v1	Ogataea haglerorum	1937702		8859139	Scaffold	Colorado College	PRJNA706707	5415
GCA_019206915.1	ASM1920691v1	Ogataea haglerorum	1937702		8853215	Scaffold	Colorado College	PRJNA706707	5405
GCA_020736565.1	Copph3	Coprinopsis sp. MPI-PUGE-AT-0042	2826081		121013029	Contig	DOE Joint Genome Institute	PRJNA347200	27829
GCA_002072405.1	ASM207240v1	Penicillium coprophilum	36646		28360408	Scaffold	Chalmers University of Technology	PRJNA318735	8999
GCA_021307315.1	Bisporella sp. PMI857 v1.0	Bisporella sp. PMI_857	1954211		56472170	Contig	DOE Joint Genome Institute	PRJNA370789	18044
GCA_042257975.1	ASM4225797v1	Paecilomyces lecythidis	3004212		31272536	Scaffold	University of Pretoria	PRJNA1005571	9811
GCA_042258045.1	ASM4225804v1	Paecilomyces lecythidis	3004212		30958428	Scaffold	University of Pretoria	PRJNA1005571	9735
GCA_019207125.1	ASM1920712v1	Ogataea haglerorum	1937702		8862317	Scaffold	Colorado College	PRJNA706707	5402
GCA_019207205.1	ASM1920720v1	Ogataea haglerorum	1937702		8860803	Scaffold	Colorado College	PRJNA706707	5404
GCA_019207315.1	ASM1920731v1	Ogataea haglerorum	1937702		8856352	Scaffold	Colorado College	PRJNA706707	5401
GCA_019207415.1	ASM1920741v1	Ogataea haglerorum	1937702		8843797	Scaffold	Colorado College	PRJNA706707	5389
GCA_019207185.1	ASM1920718v1	Ogataea haglerorum	1937702		8871305	Scaffold	Colorado College	PRJNA706707	5422
GCA_019206905.1	ASM1920690v1	Ogataea haglerorum	1937702		8863550	Scaffold	Colorado College	PRJNA706707	5402
GCA_039096215.1	ASM3909621v1	Blastocystis sp. NMH	3128537		14631750	Contig	Gladstone Institutes	PRJNA1084799	6571
GCA_036250225.1	ASM3625022v1	Cercophora sp. LCS_1	2994517		41770949	Scaffold	The Ohio State University	PRJNA899826	13686
GCA_019207235.1	ASM1920723v1	Ogataea haglerorum	1937702		8852359	Scaffold	Colorado College	PRJNA706707	5395
GCA_035927145.1	ASM3592714v1	Exophiala sideris	1016849		29879116	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	11477
GCA_019207165.1	ASM1920716v1	Ogataea haglerorum	1937702		8859681	Scaffold	Colorado College	PRJNA706707	5413
GCA_019207405.1	ASM1920740v1	Ogataea haglerorum	1937702		8863787	Scaffold	Colorado College	PRJNA706707	5393
GCA_019206985.1	ASM1920698v1	Ogataea haglerorum	1937702		8862452	Scaffold	Colorado College	PRJNA706707	5412
GCA_019207295.1	ASM1920729v1	Ogataea haglerorum	1937702		8864472	Scaffold	Colorado College	PRJNA706707	5404
GCA_019207435.1	ASM1920743v1	Ogataea haglerorum	1937702		8848630	Contig	Colorado College	PRJNA706707	5392
GCA_035927165.1	ASM3592716v1	Exophiala sideris	1016849		29877925	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	11471
GCA_022544895.1	Biscog1	Biscogniauxia sp. FL1348	2614606		41733781	Contig	DOE Joint Genome Institute	PRJNA567088	11011
GCA_039096365.1	ASM3909636v1	Blastocystis sp. JDR	3128536		17519069	Contig	Gladstone Institutes	PRJNA1084798	7891
GCA_020747015.1	Pyrly1	Pyrenochaeta sp. MPI-SDFR-AT-0127	2829485		40265766	Contig	DOE Joint Genome Institute	PRJNA347196	14389
GCA_911197325.1	Psal_LCP06521	Penicillium salamii	1612424		36245078	Scaffold	University Paris-Sud	PRJEB44534	11893
GCA_022432375.1	NeFL0031_2	Nemania sp. FL0031	2663370		54661084	Contig	DOE Joint Genome Institute	PRJNA583316	13806
GCA_000743665.3	SPSU_Gcan_3	Scytalidium sp. 3C	2487125		41022036	Contig	Saint-Petersburg State University	PRJNA243259	4331
GCA_903987035.1	KABA1BIS	Maudiozyma barnettii	61262		12610268	Scaffold	Institut National de la Recherche Agronomique	PRJEB35206	5541
GCA_022578955.1	HyFL1857_1	Hypoxylon sp. FL1857	2614582		43394199	Scaffold	DOE Joint Genome Institute	PRJNA571071	12155
GCA_039096925.1	ASM3909692v1	Blastocystis sp. DL	3128535		13959358	Contig	Gladstone Institutes	PRJNA1084795	6154
GCA_911174905.1	Psal_CBS135394	Penicillium salamii	1612424		34782843	Scaffold	University Paris-Sud	PRJEB44534	11549
GCA_911175275.1	Psal_CBS135392	Penicillium salamii	1612424		36168087	Scaffold	University Paris-Sud	PRJEB44534	11885
GCA_019206925.1	ASM1920692v1	Ogataea haglerorum	1937702		8862801	Contig	Colorado College	PRJNA706707	5401
GCA_019207265.1	ASM1920726v1	Ogataea haglerorum	1937702		8865710	Scaffold	Colorado College	PRJNA706707	5407
GCA_001644535.1	Pyrsp1	Pyrenochaeta sp. DS3sAY3a	765867		38501010	Scaffold	DOE Joint Genome Institute	PRJNA255591	15074
GCA_032988195.1	ASM3298819v1	Arachnomyces sp. PD_36	2135914		31316195	Scaffold	Northern Arizona University	PRJNA439304	9994
GCA_003709825.1	ASM370982v1	Chaetothyriales sp. CBS 135597	2249420		20738693	Scaffold	Westerdijk Fungal Biodiversity Institute	PRJNA482740	5622
GCA_019206965.1	ASM1920696v1	Ogataea haglerorum	1937702		8863181	Contig	Colorado College	PRJNA706707	5413
GCA_019207005.1	ASM1920700v1	Ogataea haglerorum	1937702		8859785	Contig	Colorado College	PRJNA706707	5408
GCA_019207365.1	ASM1920736v1	Ogataea haglerorum	1937702		8863606	Scaffold	Colorado College	PRJNA706707	5419
GCA_011058875.1	ASM1105887v1	Neopestalotiopsis sp. 37M	2572875		50504522	Scaffold	University of Campinas	PRJNA532542	15107
GCA_002946385.1	ASM294638v1	Rutstroemia sp. NJR-2017a WRK4	2070412		42311284	Contig	Brigham Young University	PRJNA389323	11409
GCA_963924395.1	CAAN3	[Candida] anglica	148631		13448924	Scaffold	Genoscope CEA	PRJEB66167	6273
GCA_019207175.1	ASM1920717v1	Ogataea haglerorum	1937702		8862382	Contig	Colorado College	PRJNA706707	5423
GCA_019207375.1	ASM1920737v1	Ogataea haglerorum	1937702		8861148	Scaffold	Colorado College	PRJNA706707	5412
GCA_030553185.1	ASM3055318v1	Friedmanniomyces endolithicus	329885		24297247	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	9392
GCA_013396095.1	ASM1339609v1	Fusarium sp. NRRL 52700	1101274		42984365	Contig	US Department of Agriculture, Agriculture Research Service	PRJNA565749	13548
GCA_035927125.1	ASM3592712v1	Exophiala sideris	1016849		29724116	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	11445
GCA_035926925.1	ASM3592692v1	Meristemomyces frigidus	1508187		32610271	Contig	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	12149
GCA_042257785.1	ASM4225778v1	Sporothrix stenoceras	5173		39281339	Scaffold	University of Pretoria	PRJNA1005571	10473
GCA_033296975.1	Podcom1	Podospora aff. communis PSN243	3040156		41929327	Scaffold	DOE Joint Genome Institute	PRJNA953067	14793
GCA_033675265.1	ASM3367526v1	Actinostola sp. cb2023	3060491		424251646	Scaffold	BGI-SZ	PRJNA992944	20812
GCA_911639275.1	Psal_CBS135401	Penicillium salamii	1612424		34980374	Scaffold	University Paris-Sud	PRJEB44534	12669
GCA_035928005.1	ASM3592800v1	Exophiala sp. CCFEE 6388	2901243		29822407	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	11482
GCA_047372805.1	ASM4737280v1	Micractinium sp. CCAP 211/92	554058		50292971	Contig	University of Konstanz	PRJNA1120015	11539
GCA_902074915.1	C_chloroleuca_570-77_v2	Clonostachys chloroleuca	1926264		61358807	Scaffold	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	PRJEB32493	19794
GCA_905221615.1	Stri_CCMP2592	Symbiodinium sp. CCMP2592	631055		1103301044	Scaffold	INSTITUTE FOR MOLECULAR BIOSCIENCE, UNIVERSITY OF QUEENSLAND	PRJEB34894	45474
GCA_900660285.1	BRENAR_v1	Brettanomyces naardenensis	13370		11283072	Scaffold	Swedish University of Agricultural Sciences	PRJEB30032	5168
GCA_027943415.1	CLOP_1.0	Closterium sp. NIES-67	2790670		361975124	Contig	Sekimoto Laboratory, Department of Chemical and Biological Sciences, Faculty of Science, Japan Women's University	PRJDB2146	25748
GCA_022578765.1	XylFL0933	Xylaria sp. FL0933	2614584		46492583	Scaffold	DOE Joint Genome Institute	PRJNA571065	12020
GCA_023848605.1	ASM2384860v1	Aureobasidium sp. EXF-10728	2894285		25387844	Contig	Biotechnical Faculty, University of Ljubljana	PRJNA527935	8451
GCA_035926115.1	ASM3592611v1	Elasticomyces elasticus	574655		59789558	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	24290
GCA_003056605.2	AZ2_2.1	Lecanicillium sp. MT-2017a	1964301		32962623	Contig	Northern Arizona University	PRJNA438298	10394
GCA_013201785.1	ASM1320178v1	Colletotrichum tropicale	912113		55848179	Scaffold	RIKEN	PRJNA476648	14794
GCA_905178155.1	a120_v1	Amoebophrya sp. A120	2202890		115520608	Scaffold	Genoscope	PRJEB39972	26350
GCA_005059855.1	ASM505985v1	Friedmanniomyces endolithicus	329885		46746488	Scaffold	University of California, Riverside	PRJNA342238	18070
GCA_030411835.1	ASM3041183v1	Friedmanniomyces endolithicus	329885		46543679	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	18428
GCA_021365335.1	PhaPMI808	Phaeosphaeriaceae sp. PMI808	1770614		56370691	Contig	DOE Joint Genome Institute	PRJNA251767	15962
GCA_911175135.1	Psal_CBS135391	Penicillium salamii	1612424		34385921	Scaffold	University Paris-Sud	PRJEB44534	11798
GCA_033675085.1	ASM3367508v1	Recurvomyces mirabilis	574656		26989372	Scaffold	Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	PRJNA666634	11022
GCA_911197295.1	Psal_CBS135407	Penicillium salamii	1612424		34748438	Scaffold	University Paris-Sud	PRJEB44534	11553
GCA_019924955.1	ASM1992495v1	Aureobasidium sp. EXF-3399	2831173		25501793	Contig	University of Ljubljana, Biotechnical Faculty	PRJNA721240	9935
GCA_042257735.1	ASM4225773v1	Sporothrix stenoceras	5173		39575170	Scaffold	University of Pretoria	PRJNA1005571	10614
