"","X.1","X","Accn","Super.Group","Organism_Taxonomic_ID","Organism_Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","C.score","Frag.score","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"918",918,918,"GCA_030272585.1","Chlorophyta",3041901,"Bryopsis sp. KO-2023",NA,NA,"H","H","H","H",95.33,0.33,"Ulvophyceae","Chlorophyta","Bryopsidales","Bryopsidaceae","Bryopsis"
"919",919,919,"GCA_031763795.1","Chlorophyta",3111,"Prototheca wickerhamii",NA,NA,"H","H","H",NA,77.88,3.55,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Prototheca"
"920",920,920,"GCA_034226045.1","Chlorophyta",1470871,"Picochlorum sp. SENEW3",NA,NA,"H","H","H","H",25.54,0.33,"Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum"
"921",921,921,"GCA_034226945.1","Chlorophyta",1470871,"Picochlorum sp. SENEW3",NA,NA,"H","H","H","H",91.71,0.46,"Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum"
"922",922,922,"GCA_038396805.1","Chlorophyta",1461544,"Chloropicon roscoffensis",NA,"M","H","H","H",NA,91.24,0.33,"Chloropicophyceae","Chlorophyta","Chloropicales","Chloropicaceae","Chloropicon"
"923",923,923,"GCA_040144335.1","Chlorophyta",381761,"Elliptochloris bilobata",NA,NA,"H","H","H",NA,93.75,1.12,"Trebouxiophyceae","Chlorophyta",NA,NA,"Elliptochloris"
"924",924,924,"GCA_040144355.1","Chlorophyta",904363,"Apatococcus lobatus",NA,NA,"H","H","H",NA,95.59,0.46,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Apatococcus"
"925",925,925,"GCA_040144375.1","Chlorophyta",2026836,"Apatococcus fuscideae",NA,NA,"H","H","L",NA,75.77,2.5,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Apatococcus"
"926",926,926,"GCA_040144395.1","Chlorophyta",41462,"[Myrmecia] bisecta",NA,NA,"H","H","H",NA,96.91,0.99,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Myrmecia"
"927",927,927,"GCA_040144405.1","Chlorophyta",706552,"Symbiochloris irregularis",NA,NA,"H","H","H",NA,91.05,1.45,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Symbiochloris"
"928",928,928,"GCA_040182555.1","Chlorophyta",248742,"Coccomyxa subellipsoidea",NA,NA,"H","H","H",NA,95.46,0.99,"Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa"
"929",929,929,"GCA_040206735.1","Chlorophyta",2905653,"Trebouxia sp. C0004",NA,NA,"H","H","H",NA,96.51,0.66,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia"
"930",930,930,"GCA_040206745.1","Chlorophyta",2905655,"Trebouxia sp. C0006",NA,NA,"H","H","H",NA,94.34,1.91,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia"
"931",931,931,"GCA_040206755.1","Chlorophyta",2905654,"Trebouxia sp. C0005",NA,NA,"H","H","M",NA,93.22,1.97,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia"
"932",932,932,"GCA_040746505.1","Chlorophyta",2578422,"Sanguina aurantia",NA,NA,"H","H","H",NA,88.08,1.51,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Sanguina"
"933",933,933,"GCA_040746525.1","Chlorophyta",2578422,"Sanguina aurantia",NA,NA,"H","H","H",NA,82.82,3.23,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Sanguina"
"934",934,934,"GCA_045269255.1","Chlorophyta",3373144,"Trebouxia sp. C0009 RCD-2024",NA,NA,"H","H","H",NA,93.22,1.45,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia"
"935",935,935,"GCA_045269315.1","Chlorophyta",3373145,"Trebouxia sp. C0010 RCD-2024",NA,NA,"H","H","H","H",92.69,2.7,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia"
"936",936,936,"GCA_905146915.1","Chlorophyta",121088,"Ostreobium quekettii",NA,NA,"H","H","H",NA,64.52,2.76,"Ulvophyceae","Chlorophyta","Bryopsidales","Ostreobiaceae","Ostreobium"
"937",937,937,"GCA_916048055.1","Chlorophyta",765719,"Pedinophyceae sp. YPF-701",NA,NA,"H","H","H",NA,86.7,0.79,"Pedinophyceae","Chlorophyta",NA,NA,NA
"938",938,938,"GCA_963575595.1","Chlorophyta",1274662,"Coccomyxa viridis",NA,NA,"H","H","H","H",96.51,0.86,"Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa"
"939",939,939,"GCA_964019345.2","Chlorophyta",1274662,"Coccomyxa viridis",NA,NA,"H","H","H","H",98.49,0.13,"Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa"
"940",940,940,"GCA_964261555.1","Chlorophyta",1965095,"Coccomyxa elongata",NA,NA,"H","H","H",NA,98.09,0.33,"Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa"
"941",941,941,"GCA_000002445.1","Discoba",185431,"Trypanosoma brucei brucei TREU927",NA,"H","H","H","H",NA,97.69,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"942",942,942,"GCA_000002725.2","Discoba",347515,"Leishmania major strain Friedlin",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"943",943,943,"GCA_000002845.2","Discoba",420245,"Leishmania braziliensis MHOM/BR/75/M2904",NA,"H","H","H","H",NA,96.92,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"944",944,944,"GCA_000002875.2","Discoba",435258,"Leishmania infantum JPCM5",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"945",945,945,"GCA_000004985.1","Discoba",5762,"Naegleria gruberi",NA,"M","H","H","H",NA,77.65,10.2,NA,"Heterolobosea",NA,"Vahlkampfiidae","Naegleria"
"946",946,946,"GCA_000188675.2","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,93.08,4.62,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"947",947,947,"GCA_000209065.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,97.69,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"948",948,948,"GCA_000210295.1","Discoba",679716,"Trypanosoma brucei gambiense DAL972",NA,"H","H","H","H",NA,98.46,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"949",949,949,"GCA_000227135.2","Discoba",5661,"Leishmania donovani",NA,"H","H","H","H",NA,99.23,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"950",950,950,"GCA_000227375.1","Discoba",1055687,"Trypanosoma vivax Y486",NA,NA,NA,NA,NA,NA,9.23,2.31,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"951",951,951,"GCA_000227395.2","Discoba",1068625,"Trypanosoma congolense IL3000",NA,NA,NA,NA,NA,NA,34.62,14.62,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"952",952,952,"GCA_000234665.4","Discoba",929439,"Leishmania mexicana MHOM/GT/2001/U1103",NA,"H","H","H","H",NA,99.23,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"953",953,953,"GCA_000300495.1","Discoba",85056,"Trypanosoma cruzi marinkellei",NA,"H","H","H","M",NA,98.46,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"954",954,954,"GCA_000442495.1","Discoba",28005,"Strigomonas culicis",NA,NA,"H","H",NA,NA,73.08,20,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Strigomonas"
"955",955,955,"GCA_000442575.2","Discoba",59799,"Angomonas deanei",NA,"M","H","H","M",NA,79.23,16.92,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Angomonas"
"956",956,956,"GCA_000492115.1","Discoba",429131,"Trypanosoma rangeli SC58",NA,"H","H","H",NA,NA,94.62,3.85,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"957",957,957,"GCA_000496795.1","Discoba",1416333,"Trypanosoma cruzi Dm28c",NA,"H","H","H","M",NA,90.77,8.46,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"958",958,958,"GCA_000582765.1","Discoba",479712,"Phytomonas sp. EM1",NA,"H","H","H","M",NA,90,9.23,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Phytomonas"
"959",959,959,"GCA_000691245.1","Discoba",71804,"Trypanosoma grayi",NA,"H","H","H","M",NA,95.38,3.85,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"960",960,960,"GCA_000755165.1","Discoba",5679,"Leishmania panamensis",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"961",961,961,"GCA_000982615.1","Discoba",223615,"Phytomonas sp. Hart1",NA,"L","H","H","M",NA,80,19.23,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Phytomonas"
"962",962,962,"GCA_001235845.1","Discoba",1314962,"Perkinsela sp. CCAP 1560/4",NA,NA,NA,"H",NA,NA,65.38,6.92,"Kinetoplastea","Euglenozoa",NA,"Ichthyobodonidae","Perkinsela"
"963",963,963,"GCA_001293395.1","Discoba",157538,"Leptomonas pyrrhocoris",NA,"H","H","H","M",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leptomonas"
"964",964,964,"GCA_001299535.1","Discoba",5684,"Leptomonas seymouri",NA,"H","H","H","M",NA,99.23,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leptomonas"
"965",965,965,"GCA_001457755.2","Discoba",5694,"Trypanosoma equiperdum",NA,"H","H","H","H",NA,94.62,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"966",966,966,"GCA_001460835.1","Discoba",75058,"Bodo saltans",NA,"H","H","H","M",NA,89.23,8.46,"Kinetoplastea","Euglenozoa","Eubodonida","Bodonidae","Bodo"
"967",967,967,"GCA_002087225.1","Discoba",67003,"Trypanosoma theileri",NA,"H","H","H","M",NA,99.23,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"968",968,968,"GCA_002219105.2","Discoba",85057,"Trypanosoma cruzi cruzi",NA,"H","H","H","M",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"969",969,969,"GCA_003177095.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,99.23,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"970",970,970,"GCA_003177105.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,89.23,10.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"971",971,971,"GCA_003324165.2","Discoba",51637,"Naegleria lovaniensis",NA,"H","H","H","H",NA,86.27,4.71,NA,"Heterolobosea",NA,"Vahlkampfiidae","Naegleria"
"972",972,972,"GCA_003543875.1","Discoba",630700,"Trypanosoma brucei equiperdum",NA,"H",NA,"H","H",NA,76.15,4.62,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"973",973,973,"GCA_003719155.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,83.85,13.08,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"974",974,974,"GCA_003719455.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,96.92,3.08,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"975",975,975,"GCA_003719475.1","Discoba",5698,"Trypanosoma rangeli",NA,"H","H","H","M",NA,96.15,3.85,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"976",976,976,"GCA_003719485.1","Discoba",83891,"Trypanosoma conorhini",NA,"H","H","H","M",NA,97.69,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"977",977,977,"GCA_003719575.1","Discoba",5661,"Leishmania donovani",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"978",978,978,"GCA_003730175.1","Discoba",5661,"Leishmania donovani",NA,"H","H","H","H",NA,99.23,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"979",979,979,"GCA_003730215.1","Discoba",5661,"Leishmania donovani",NA,"H","H","H","H",NA,99.23,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"980",980,980,"GCA_008403515.1","Discoba",5763,"Naegleria fowleri",NA,"H","H","H","L",NA,85.88,3.14,NA,"Heterolobosea",NA,"Vahlkampfiidae","Naegleria"
"981",981,981,"GCA_009731335.1","Discoba",5689,"Leishmania tarentolae",NA,"H","H","H","H",NA,98.46,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"982",982,982,"GCA_013358655.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,98.46,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"983",983,983,"GCA_015033625.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"984",984,984,"GCA_015033655.1","Discoba",5693,"Trypanosoma cruzi",NA,"H","H","H","M",NA,98.46,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"985",985,985,"GCA_017916305.1","Discoba",5663,"Leishmania enriettii",NA,"H","H","H","H",NA,98.46,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"986",986,986,"GCA_017916325.1","Discoba",1580590,"Leishmania martiniquensis",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"987",987,987,"GCA_017916335.1","Discoba",2249476,"Leishmania orientalis",NA,"H","H","H","H",NA,99.23,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"988",988,988,"GCA_017918215.1","Discoba",2803181,"Leishmania sp. Ghana 2012 LV757",NA,"H","H","H","H",NA,96.92,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"989",989,989,"GCA_017918225.1","Discoba",2802991,"Leishmania sp. Namibia",NA,"H","H","H","H",NA,99.23,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"990",990,990,"GCA_017918235.1","Discoba",2761500,"Porcisia hertigi",NA,"H","H","H","M",NA,98.46,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Porcisia"
"991",991,991,"GCA_019188245.1","Discoba",1808958,"Novymonas esmeraldas",NA,NA,"H","H","M",NA,96.15,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Novymonas"
"992",992,992,"GCA_019425475.1","Discoba",5699,"Trypanosoma vivax",NA,"H","H","H","M",NA,91.54,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"993",993,993,"GCA_021307395.1","Discoba",5699,"Trypanosoma vivax",NA,"H","H","H","M",NA,85.38,6.15,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"994",994,994,"GCA_022059095.1","Discoba",715481,"Trypanosoma melophagium",NA,"H","H","H","M",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma"
"995",995,995,"GCA_024505685.1","Discoba",5660,"Leishmania braziliensis",NA,"H","H","H","H",NA,93.08,2.31,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"996",996,996,"GCA_026419775.2","Discoba",1008807,"Acrasis kona",NA,"H","H","H","H",NA,85.49,6.67,NA,"Heterolobosea",NA,"Acrasidae","Acrasis"
"997",997,997,"GCA_030068145.1","Discoba",91374,"Diplonema papillatum",NA,"H","H","H","H",NA,39.23,9.23,"Diplonemea","Euglenozoa",NA,"Diplonemidae","Diplonema"
"998",998,998,"GCA_040363505.1","Discoba",653362,"Leishmania utingensis",NA,"H","H","H","H",NA,97.69,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"999",999,999,"GCA_040363515.1","Discoba",5680,"Leishmania shawi",NA,"H","H","H","H",NA,96.92,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1000",1000,1000,"GCA_040363635.1","Discoba",5678,"Leishmania naiffi",NA,"H","H","H","H",NA,95.38,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1001",1001,1001,"GCA_040363645.1","Discoba",5680,"Leishmania shawi",NA,"H","H","H","H",NA,98.46,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1002",1002,1002,"GCA_040363675.1","Discoba",651832,"Leishmania lindenbergi",NA,"H","H","H","H",NA,96.15,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1003",1003,1003,"GCA_900500625.2","Discoba",5671,"Leishmania infantum",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1004",1004,1004,"GCA_900537975.2","Discoba",420245,"Leishmania braziliensis MHOM/BR/75/M2904",NA,"H","H","H","H",NA,95.38,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1005",1005,1005,"GCA_900635355.2","Discoba",5661,"Leishmania donovani",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1006",1006,1006,"GCA_903995115.1","Discoba",59799,"Angomonas deanei",NA,"M","H","H","M",NA,77.69,17.69,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Angomonas"
"1007",1007,1007,"GCA_916722125.1","Discoba",347515,"Leishmania major strain Friedlin",NA,"H","H","H","H",NA,100,0,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1008",1008,1008,"GCA_962239345.1","Discoba",5678,"Leishmania naiffi",NA,"H","H","H","H",NA,94.62,1.54,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1009",1009,1009,"GCA_962240435.1","Discoba",651832,"Leishmania lindenbergi",NA,"H","H","H","H",NA,95.38,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1010",1010,1010,"GCA_962240445.1","Discoba",653362,"Leishmania utingensis",NA,"H","H","H","H",NA,97.69,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1011",1011,1011,"GCA_962240455.1","Discoba",5680,"Leishmania shawi",NA,"H","H","H","H",NA,96.92,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1012",1012,1012,"GCA_962243165.1","Discoba",5680,"Leishmania shawi",NA,"H","H","H","H",NA,98.46,0.77,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania"
"1013",1013,1013,"GCA_000002435.2","Metamonada",5741,"Giardia intestinalis",NA,"H","H","H","M",NA,23.92,5.88,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia"
"1014",1014,1014,"GCA_000002825.3","Metamonada",412133,"Trichomonas vaginalis G3",NA,"M","H","H","M",NA,52.16,6.67,NA,"Parabasalia","Trichomonadida","Trichomonadidae","Trichomonas"
"1015",1015,1015,"GCA_000182405.1","Metamonada",598745,"Giardia intestinalis ATCC 50581",NA,"H","H","H","M",NA,23.53,6.67,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia"
"1016",1016,1016,"GCA_000182665.1","Metamonada",658858,"Giardia lamblia P15",NA,"H","H","H","M",NA,23.92,6.27,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia"
"1017",1017,1017,"GCA_000497125.2","Metamonada",348837,"Spironucleus salmonicida",NA,NA,"M","H",NA,NA,18.82,7.06,NA,"Fornicata","Diplomonadida","Hexamitidae","Spironucleus"
"1018",1018,1018,"GCA_000498715.1","Metamonada",5741,"Giardia intestinalis",NA,"H","H","H","M",NA,23.53,6.27,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia"
"1019",1019,1019,"GCA_000498735.1","Metamonada",5741,"Giardia intestinalis",NA,"H","H","H","M",NA,23.14,6.27,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia"
"1020",1020,1020,"GCA_001543975.1","Metamonada",1394984,"Giardia intestinalis assemblage B",NA,"H","H","H","M",NA,23.14,6.67,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia"
"1021",1021,1021,"GCA_001643675.2","Metamonada",2049356,"Monocercomonoides exilis",NA,NA,"H","H","L",NA,59.61,5.1,NA,"Preaxostyla","Oxymonadida","Polymastigidae","Monocercomonoides"
"1022",1022,1022,"GCA_001839685.2","Metamonada",1144522,"Tritrichomonas foetus",NA,"M","H","H","M",NA,50.59,4.71,NA,"Parabasalia","Tritrichomonadida","Tritrichomonadidae","Tritrichomonas"
"1023",1023,1023,"GCA_003568945.1","Metamonada",797122,"Kipferlia bialata",NA,"L","M","H","L",NA,18.82,21.96,NA,"Fornicata",NA,NA,"Kipferlia"
"1024",1024,1024,"GCA_006247105.1","Metamonada",5742,"Giardia muris",NA,"H","M","H","L",NA,22.35,7.06,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia"
"1025",1025,1025,"GCA_008636045.1","Metamonada",222440,"Streblomastix strix",NA,NA,"H","H","L",NA,38.04,18.04,NA,"Preaxostyla","Oxymonadida","Streblomastigidae","Streblomastix"
"1026",1026,1026,"GCA_019828565.1","Metamonada",201153,"Carpediemonas membranifera",NA,"H","H","H","M",NA,48.63,11.37,NA,"Fornicata",NA,NA,"Carpediemonas"
"1027",1027,1027,"GCA_020184695.1","Metamonada",135588,"Histomonas meleagridis",NA,"M","M","H","M",NA,46.67,9.8,NA,"Parabasalia","Tritrichomonadida","Dientamoebidae","Histomonas"
"1028",1028,1028,"GCA_020186115.1","Metamonada",135588,"Histomonas meleagridis",NA,"M","M","H","M",NA,47.84,9.41,NA,"Parabasalia","Tritrichomonadida","Dientamoebidae","Histomonas"
"1029",1029,1029,"GCA_024181965.1","Metamonada",2918883,"Aduncisulcus paluster",NA,NA,"M","H","L",NA,31.37,11.37,NA,"Fornicata",NA,NA,"Aduncisulcus"
"1030",1030,1030,"GCA_026262505.1","Metamonada",412133,"Trichomonas vaginalis G3",NA,"M","H","H","M",NA,52.16,6.67,NA,"Parabasalia","Trichomonadida","Trichomonadidae","Trichomonas"
"1031",1031,1031,"GCA_027625915.1","Metamonada",1746091,"Anaeramoeba flamelloides","L","H","H","H","H",NA,79.61,3.14,NA,NA,NA,"Anaeramoebidae","Anaeramoeba"
"1032",1032,1032,"GCA_027972325.1","Metamonada",342808,"Paratrimastix pyriformis",NA,NA,"H","H","H",NA,62.35,6.67,NA,"Preaxostyla",NA,"Paratrimastigidae","Paratrimastix"
"1033",1033,1033,"GCA_028826165.1","Metamonada",1746090,"Anaeramoeba ignava","L","H","H","H","H",NA,77.25,2.75,NA,NA,NA,"Anaeramoebidae","Anaeramoeba"
"1034",1034,1034,"GCA_028892595.1","Metamonada",1746091,"Anaeramoeba flamelloides","L","H","H","H","H",NA,79.61,2.35,NA,NA,NA,"Anaeramoebidae","Anaeramoeba"
"1035",1035,1035,"GCA_033064195.1","Metamonada",2049346,"Blattamonas nauphoetae",NA,"L","H","H","L",NA,52.94,9.02,NA,"Preaxostyla","Oxymonadida",NA,"Blattamonas"
"1036",1036,1036,"GCA_039105265.1","Metamonada",1915356,"Tritrichomonas musculus",NA,"M","H","H","M",NA,54.51,7.06,NA,"Parabasalia","Tritrichomonadida","Tritrichomonadidae","Tritrichomonas"
"1037",1037,1037,"GCA_040285745.1","Metamonada",2654837,"Barthelona sp. PCE",NA,"M","H","H","M",NA,40.78,7.45,NA,NA,NA,NA,"Barthelona"
"1038",1038,1038,"GCA_963988835.2","Metamonada",28002,"Hexamita inflata",NA,NA,"M","H","L",NA,24.71,5.88,NA,"Fornicata","Diplomonadida","Hexamitidae","Hexamita"
